식품명,조리상태,에너지(kcal),탄수화물(g),단백질(g),지방(g),당류(g)
쏘가리,냉동,125,0.1,21.2,3.7,0.0
쏨뱅이,생것,90,0.1,19.9,0.6,0.0
쑤기미,생것,84,0.5,18.5,0.4,0.0
쑥감펭,생것,83,0.0,19.0,0.3,0.0
아귀,생것,63,0.5,14.1,0.2,0.0
아홉동가리,생것,106,0.1,19.8,2.3,0.0
애꼬치,생것,137,0.1,18.9,7.2,0.0
애꼬치,구운것,134,0.1,23.3,4.9,0.0
양미리,생것,123,0.0,21.5,3.4,0.0
양미리,말린것,211,1.2,29.9,8.5,0.0
양태,생것,87,0.1,20.0,0.2,0.0
어묵,-,169,20.69,11.44,4.49,3.54
어묵 국물,-,3,0.4,0.09,0.15,0.26
어묵,게맛살 첨가,112,15.2,10.8,0.8,0.0
어묵,구운것,141,15.6,15.4,1.7,0.0
어묵,찐어묵,115,16.53,9.75,1.09,1.78
어묵국,-,42,5.7,3.1,0.8,0.0
어육소시지,-,174,17.75,9.01,7.45,0.0
얼룩통구멍,생것,82,0.0,18.2,0.5,0.0
여덟동가리,생것,110,0.0,19.2,3.1,0.0
연어,생것,106,0.2,20.6,1.9,0.0
연어,소금첨가,138,0.1,22.8,6.1,0.0
연어,훈제,212,0.19,23.48,11.96,0.07
연어,통조림,168,0.31,16.29,11.27,0.0
연어,고형물,188,2.85,16.36,12.32,0.08
연어,염장,245,3.4,27.3,13.6,0.0
연어,구운것,163,0.1,28.5,6.0,0.0
열쌍동가리,생것,86,0.1,18.3,0.9,0.0
우각바리,생것,91,0.0,19.0,1.2,0.0
웅어,생것,169,0.0,15.9,10.8,0.0
은어,생것,114,0.2,16.7,4.5,0.0
은어,구운것,149,0.1,26.6,6.8,0.0
은어,젓갈,125,0.8,11.4,8.5,0.0
인상어,생것,133,0.4,21.8,4.2,0.0
임연수어,생것,152,0.5,19.6,7.1,0.0
임연수어,반건조,161,0.1,20.6,9.4,0.0
임연수어,염장,198,0.2,17.6,13.1,0.0
잉어,생것,113,0.3,17.5,4.0,0.0
잉어,삶은것,190,0.2,19.2,13.4,0.0
장갱이,생것,90,0.0,19.1,1.0,0.0
장문볼락,생것,87,0.2,15.7,2.1,0.0
장문볼락,구운것,96,0.0,18.51,1.87,0.0
장어,생것,170,0.4,17.9,9.9,0.0
장어,구운것,236,0.0,23.65,14.95,0.0
장어,냉동,158,0.5,19.0,8.0,0.0
장어,튀긴것,556,31.2,14.8,41.3,0.0
장어,말린것,415,0.5,33.3,29.0,0.0
전갱이,생것,133,0.1,20.7,4.8,0.0
전갱이,삶은것,136,0.1,22.4,5.9,0.0
전갱이,구운것,157,0.1,25.9,6.4,0.0
전갱이,냉동,119,0.3,20.0,3.5,0.0
전갱이,소금에 절여 말린것,262,0.7,46.0,6.9,0.0
전갱이,조미반건조,150,0.1,20.2,8.8,0.0
전갱이,조미,131,17.9,14.7,0.1,0.0
전갱이 튀김,냉동,144,14.8,16.1,2.3,0.0
전어,생것,107,0.2,19.2,2.7,0.0
전어,젓갈,124,0.5,15.3,6.7,0.0
점감펭,생것,90,0.3,19.4,0.7,0.0
점줄우럭,생것,100,0.1,19.3,1.9,0.0
점줄우럭,구운것,118,0.0,24.84,1.3,0.0
정어리,생것,171,0.2,20.0,9.1,0.0
정어리,삶은것,182,0.2,22.4,8.7,0.0
정어리,구운것,199,0.2,25.3,9.4,0.0
정어리,말린것,334,0.6,45.6,14.8,0.0
정어리,삶아서 말린것,113,0.1,24.5,2.1,0.0
정어리,소금에 절여 말린것,188,0.5,29.6,6.5,0.0
정어리,염장,153,0.2,23.3,5.7,0.0
정어리,통조림,122,0.3,19.3,4.8,0.0
정어리,유지,268,0.3,21.7,20.0,0.0
정어리,조미,121,0.4,16.5,5.9,0.0
조기,생것,118,0.0,19.02,4.04,0.0
조기,소금에 절여 말린것,332,0.4,44.4,15.2,0.0
조기,젓갈,123,8.0,15.5,2.8,0.0
준치,생것,129,0.0,20.1,4.7,0.0
쥐치,생것,83,0.3,19.1,0.1,0.0
쥐치,말린것,339,34.3,41.8,2.3,0.0
쥐치,냉동,115,0.3,18.0,4.0,0.0
쥐치,조미하여 말린것,307,32.01,41.84,1.3,25.76
참마자,생것,90,0.3,17.7,1.5,0.0
청새치,생것,107,0.1,23.1,1.8,0.0
청어,생것,213,0.4,16.3,15.1,0.0
청어,말린것,418,1.0,44.5,24.0,0.0
청어,삶아서 말린것,123,0.0,18.7,4.7,0.0
청어,염장,159,0.2,17.5,9.0,0.0
청어,훈제,280,0.0,23.1,22.1,0.0
초어,생것,89,0.2,17.1,1.7,0.0
통치,생것,138,0.1,20.0,5.7,0.0
투라치,생것,79,0.5,18.1,0.1,0.0
틸라피아,생것,126,0.2,19.3,4.7,0.0
푸렁통구멍,생것,76,0.2,17.4,0.2,0.0
풀반지,생것,167,0.2,16.9,10.1,0.0
피라미,생것,105,0.2,18.5,2.8,0.0
학공치,생것,94,0.7,17.8,1.7,0.0
학공치,조미하여 말린것,325,17.7,59.1,2.0,0.0
향어,생것,158,0.1,18.4,8.7,0.0
홍감펭,생것,108,0.2,16.7,3.9,0.0
홍어,생것,87,0.0,19.6,0.5,0.0
홍치,생것,93,0.1,18.9,1.4,0.0
황매퉁이,생것,97,0.1,20.0,1.3,0.0
황새치,생것,81,0.0,17.0,1.0,0.0
황새치,구운것,172,0.0,23.45,7.93,0.0
황새치,젓갈,117,2.7,15.7,4.8,0.0
황어,생것,95,0.2,18.3,1.8,0.0
횟대,생것,74,0.3,17.1,0.1,0.0
히메치,생것,99,0.0,20.9,1.1,0.0
가리비,생것,80,0.0,15.18,1.73,0.22
가리비,삶은것,89,1.9,17.6,1.9,0.0
가리비,튀긴것,216,10.13,18.07,10.94,0.0
가리비,말린것,349,4.4,77.6,0.4,0.0
가리비,통조림,107,4.4,21.6,0.3,0.0
가리비,삶아서 말린것,301,7.6,65.7,1.4,0.0
가리비,냉동,105,2.4,20.8,0.8,0.0
각시수랑,생것,70,0.9,15.0,0.3,0.0
고둥,생것,92,4.3,16.1,0.7,0.0
고둥,삶은것,106,5.3,18.4,0.7,0.0
굴,생것,64,3.7,8.9,1.2,0.0
굴,삶은것,90,7.1,9.9,3.6,0.0
굴,양념젓갈,91,8.1,8.6,2.7,0.0
굴,냉동,97,5.1,10.0,3.6,0.0
굴,튀긴것,199,11.62,8.77,12.58,0.0
굴,통조림,83,0.0,14.7,2.7,0.0
굴,훈제,294,11.2,12.5,22.6,0.0
꼬막,생것,63,1.6,12.6,0.3,0.0
다슬기,생것,85,5.7,11.9,1.2,0.0
담치,생것,54,2.9,8.9,0.5,0.0
담치,구운것,172,7.39,23.8,4.48,0.0
담치,삶아서 말린것,391,14.1,56.1,10.2,0.0
담치,통조림,89,1.3,15.8,2.3,0.0
대수리,생것,112,1.9,18.8,2.6,0.0
대합,생것,62,1.0,12.0,0.8,0.0
동죽,생것,69,0.9,11.8,1.6,0.0
맛,생것,95,2.5,16.1,1.8,0.0
바지락,생것,74,3.2,12.27,0.93,0.75
바지락,말린것,347,0.0,74.0,3.7,0.0
바지락,장조림,235,29.1,24.8,2.1,0.0
바지락,통조림,91,2.1,15.2,2.4,0.0
바지락,조미,106,8.8,16.0,0.8,0.0
바지락,젓갈,51,1.5,8.5,1.0,0.0
백합,삶은것,79,2.9,14.9,1.5,0.0
백합,구운것,70,2.8,13.3,1.0,0.0
백합,조미,123,10.9,19.6,0.1,0.0
소라,생것,107,4.0,20.7,0.3,0.0
소라,통조림,123,10.9,19.6,0.1,0.0
수랑,생것,86,2.9,15.9,0.7,0.0
오분자기,생것,95,4.6,13.3,2.1,0.0
우렁이,생것,73,3.8,10.5,1.4,0.0
우렁이,고형물,109,5.97,19.33,0.83,4.24
큰우슬우렁이 무침,-,109,15.7,7.1,2.0,0.0
재첩,생것,94,5.8,12.5,1.9,0.0
전복,생것,85,4.5,14.3,0.7,0.0
전복,말린것,254,2.3,56.0,0.9,0.0
전복,튀긴것,189,11.05,19.63,6.78,0.0
전복,삶은것,96,7.3,16.3,0.2,0.0
전복,조미,131,17.9,14.7,0.1,0.0
전복,젓갈,96,1.0,12.2,4.8,0.0
조개,생것,77,2.8,14.1,0.6,0.0
조개,말린것,276,7.0,54.2,2.0,0.0
조개,조미하여 말린것,300,7.9,57.9,4.1,0.0
조개,조미,115,7.8,18.0,1.3,0.0
조개,젓갈,71,5.45,10.83,0.63,0.25
가재,생것,87,0.8,16.1,1.7,0.0
가재,삶은것,89,0.2,19.2,1.7,0.0
가재,찐것,82,0.0,16.77,1.2,0.0
개불,생것,53,1.6,10.5,0.2,0.0
게,생것,77,0.43,16.19,0.7,0.41
게,찐것,83,0.0,17.88,0.74,0.0
게,삶은것,73,0.6,16.1,0.3,0.0
게,젓갈,57,0.8,12.2,0.6,0.0
게,삶아서 말린것,314,2.0,66.7,2.6,0.0
게,통조림,69,0.2,16.3,0.4,0.0
게맛살,어육함량이 낮은것,119,19.45,7.7,1.12,3.48
게맛살,데친것,118,19.31,7.71,1.09,3.24
게맛살,어육함량이 높은것,93,9.52,11.67,0.87,3.46
군소,생것,36,0.5,5.8,1.0,0.0
꼴뚜기,생것,91,0.6,14.4,3.0,0.0
꼴뚜기,삶은것,91,0.4,17.7,2.9,0.0
꼴뚜기,조린것,245,22.9,27.0,6.7,0.0
꼴뚜기,조미훈제,305,21.3,43.1,7.5,0.0
꼴뚜기,삶아서 말린것,286,1.7,51.3,6.6,0.0
꼴뚜기,젓갈,83,0.3,16.0,2.0,0.0
꼴뚜기,양념젓갈,114,14.8,9.6,1.8,0.0
낙지,생것,73,0.0,16.3,0.43,0.2
낙지,양념젓갈,161,27.14,10.0,1.36,9.1
멍게,생것,40,1.6,6.7,0.6,0.0
멍게,양념젓갈,140,22.99,9.25,1.19,10.13
문어,생것,70,0.1,16.4,0.7,0.0
문어,삶은것,91,0.1,21.7,0.7,0.0
문어,말린것,348,3.6,72.0,3.1,0.0
미더덕,생것,44,4.1,4.3,1.2,0.0
새우,생것,71,0.6,15.2,0.5,0.0
새우,삶아서 말린것,307,4.1,55.5,5.9,0.0
새우,찐것,119,1.52,22.78,1.7,0.0
새우,튀긴것,242,11.47,21.39,12.28,0.8
새우,냉동,114,0.6,22.0,2.0,0.0
새우,장조림,230,25.8,25.9,2.6,0.0
새우,말린것,360,15.6,62.4,3.5,0.0
새우,삶은것,116,0.0,28.2,0.5,0.0
새우,조미하여 말린것,319,46.7,28.5,2.0,0.0
새우,통조림,95,0.6,21.5,0.7,0.0
새우,젓갈,88,0.3,15.8,2.6,0.0
새우,조린것,230,35.1,19.1,1.8,0.0
새우 볶음,볶은것,342,28.5,23.4,13.4,0.0
새우 튀김용,냉동,139,20.3,10.2,1.9,0.0
새우 튀김용,튀긴것,263,28.84,6.43,13.53,0.99
새우,추젓,47,1.2,9.1,0.6,0.0
새우,토굴대때기젓,53,1.7,10.1,0.6,0.0
새우,토굴동백하젓,49,1.6,8.3,1.0,0.0
새우,토굴오젓,57,2.5,10.8,0.4,0.0
새우,토굴육젓,56,1.9,10.8,0.6,0.0
새우,토굴추젓,46,1.5,8.9,0.5,0.0
성게,생것,148,2.0,15.8,8.5,0.0
성게,젓갈,128,4.4,21.4,2.8,0.0
성게,통조림,138,8.9,14.0,5.1,0.0
오징어,생것,94,0.16,18.84,1.44,0.0
오징어,구운것,108,0.1,23.6,1.0,0.0
오징어,튀긴것,175,7.79,17.94,7.48,0.0
오징어,말린것,352,0.2,67.8,6.9,0.0
오징어,냉동,88,0.5,17.0,1.5,0.0
오징어,조미훈제,205,12.4,34.4,2.0,0.0
오징어,조미하여 말린것,282,22.79,39.31,2.41,14.83
오징어,양념젓갈,166,27.0,9.88,2.04,14.82
오징어,젓갈,98,5.0,16.0,1.5,0.0
오징어 튀김,-,308,24.3,11.9,18.1,0.0
오징어채 볶음,-,278,41.4,18.6,4.2,0.0
주꾸미,생것,52,0.5,10.8,0.5,0.0
크릴,생것,76,0.2,12.1,2.6,0.0
크릴,삶은것,78,0.0,13.8,3.0,0.0
크릴 페이스트,-,130,2.0,16.5,5.5,0.0
한치,생것,81,0.3,14.9,1.8,0.0
해삼,생것,24,1.3,3.7,0.4,0.0
해삼,말린것,331,3.0,77.6,0.9,0.0
해삼,염장,34,2.4,4.9,0.5,0.0
해삼,젓갈,32,2.5,5.5,0.0,0.0
해파리,생것,6,0.1,1.3,0.0,0.0
갈래곰보,생것,12,4.6,0.9,0.2,0.0
곰피,말린것,141,54.7,12.9,1.3,0.0
곰피,가루,129,51.4,10.0,1.4,0.0
김,말린것,182,46.19,38.46,2.82,0.0
김,구운것,307,4.82,37.69,49.23,0.39
김,생것,12,2.0,3.3,0.4,0.0
꼬시래기,생것,17,6.2,1.8,0.2,0.0
다시마,생것,12,4.2,1.1,0.2,0.0
다시마,말린것,110,45.2,7.4,1.1,0.0
다시마,염장,16,6.0,1.2,0.3,0.0
다시마 육수,-,1,0.3,0.1,0.0,0.0
다시마 튀각,-,228,58.8,3.6,23.0,0.0
대황,말린것,145,64.5,7.3,0.2,0.0
뜸부기,말린것,128,52.1,6.1,2.5,0.0
매생이,생것,39,8.19,3.88,3.29,0.07
매생이,말린것,125,40.6,20.6,0.5,0.0
모자반,생것,18,6.7,1.8,0.2,0.0
모자반,말린것,129,45.7,15.2,1.7,0.0
모자반,가루,127,40.8,14.0,3.9,0.0
모자반,염장,18,5.4,3.1,0.2,0.0
미역,생것,12,3.7,1.68,0.29,0.0
미역,말린것,150,43.65,20.31,4.83,0.0
미역,가루,134,52.4,10.7,1.8,0.0
미역,염장,34,8.8,6.0,0.9,0.0
미역,데친것,35,9.3,6.0,0.9,0.0
미역,삶은것,18,5.5,1.1,0.3,0.0
미역 튀각,-,283,46.21,9.75,38.02,9.27
불등풀가사리,말린것,147,55.7,16.5,0.6,0.0
석묵,말린것,38,9.1,9.6,0.2,0.0
순채,생것,22,7.1,2.5,0.7,0.0
우뭇가사리,생것,46,18.5,4.2,0.2,0.0
우뭇가사리묵,-,2,0.8,0.1,0.0,0.0
한천,-,154,74.6,2.3,0.1,0.0
진두발,말린것,119,53.5,2.5,1.5,0.0
청각,생것,8,1.6,1.4,0.4,0.0
청각,말린것,137,52.8,13.8,0.8,0.0
클로렐라,말린것,174,25.7,45.3,7.2,0.0
톳,생것,16,5.0,1.9,0.4,0.0
톳,말린것,81,32.0,6.6,0.8,0.0
톳,삶아서 말린것,135,59.7,6.2,0.8,0.0
파래,생것,11,2.95,2.18,0.15,0.04
파래,말린것,201,41.7,22.1,0.6,0.0
분유,-,498,56.6,13.98,23.93,47.28
분유,1단계,508,56.88,12.41,25.75,49.01
분유,2단계,506,56.93,12.63,25.38,49.0
분유,3단계,477,56.04,16.91,20.65,43.85
분유,전지,509,39.07,25.46,27.32,38.63
분유,탈지,358,53.16,33.88,0.97,46.17
산양유,-,62,4.03,3.16,3.62,3.48
셔벗,-,128,28.7,0.9,1.0,0.0
아이스밀크,-,167,23.9,3.4,6.4,0.0
아이스크림,딸기맛,192,27.6,3.2,8.4,4.43
아이스크림,바닐라맛,179,22.25,4.98,7.83,17.3
아이스크림,초콜릿맛,216,28.2,3.8,11.0,25.36
아이스크림,유지방 8%,178,23.2,3.9,8.0,15.1
아이스크림,유지방 12%,205,22.4,3.5,12.0,17.0
연유,점성이 낮은것,126,13.1,5.56,5.73,5.05
연유,점성이 높은것,367,66.31,7.76,7.84,51.88
요구르트,액상,65,15.23,1.29,0.02,12.49
요구르트,저당,45,10.38,1.11,0.02,6.6
요구르트,딸기맛,85,13.49,3.29,2.22,10.51
요구르트,플레인,85,11.66,3.03,2.96,6.48
요구르트,식이섬유 첨가,97,13.81,3.19,3.26,8.98
요구르트,망고맛,92,12.44,4.55,2.7,10.53
우유,-,65,5.53,3.08,3.32,4.12
우유,딸기맛,68,12.34,2.29,1.12,8.13
우유,바나나맛,90,13.13,2.63,3.02,9.18
우유,초코맛,71,12.14,2.61,1.41,8.16
우유,커피맛,61,9.82,2.44,1.38,6.86
우유,고칼슘,63,6.53,2.98,2.77,3.85
우유,저지방우유,42,4.86,3.43,0.9,3.59
치즈,고다,356,2.22,24.94,27.44,2.22
치즈,까망베르,300,0.46,19.8,24.26,0.46
치즈,리코타,159,6.7,7.1,11.5,0.0
치즈,모차렐라,236,3.15,17.34,16.49,1.06
치즈,슈레드타입,293,5.66,26.6,17.37,0.64
치즈,브리,334,0.45,20.75,27.68,0.45
치즈,브릭,371,2.79,23.24,29.68,0.51
치즈,블루,353,2.34,21.4,28.74,0.5
치즈,체다,298,6.17,18.76,21.3,0.24
치즈,카테지,99,1.9,13.3,4.5,0.5
치즈,크림,350,5.52,6.15,34.44,3.76
치즈,파르메산,420,13.91,28.42,27.84,0.07
커피크리머,가루,514,62.2,1.57,29.11,4.29
크림,생크림,368,4.98,2.03,37.81,0.0
크림,동물성,354,6.43,2.01,35.55,0.0
크림,식물성,268,17.96,0.11,21.76,0.0
고추기름,-,919,0.0,0.02,99.8,0.0
닭기름,-,900,0.0,0.0,99.8,0.0
돼지기름,-,915,0.58,0.0,99.38,0.0
들기름,-,920,0.0,0.0,99.86,0.0
땅콩 버터,-,658,18.9,25.8,51.91,9.41
땅콩 버터,청크,589,21.57,24.06,49.94,8.41
땅콩 버터,크림,598,22.31,22.21,51.36,10.49
땅콩기름,-,884,0.0,0.0,100.0,0.0
마가린,-,714,12.06,0.2,72.41,0.0
면실유,-,883,0.0,0.0,100.0,0.0
버터,-,761,1.81,0.59,82.04,0.66
복숭아씨기름,-,911,0.3,0.5,98.9,0.0
쇠기름,-,869,0.0,0.2,99.8,0.0
쇼트닝,-,917,0.48,0.0,99.52,0.0
쌀겨기름,-,921,0.05,0.0,99.95,0.0
아마씨유,-,884,0.0,0.11,99.98,0.0
아몬드유,-,884,0.0,0.0,100.0,0.0
아보카도유,-,917,0.48,0.0,99.52,0.0
연어기름,-,902,0.0,0.0,100.0,0.0
옥수수기름,-,919,0.17,0.0,99.74,0.0
올리브유,-,921,0.0,0.0,100.0,0.0
유채씨기름,-,920,0.1,0.02,99.85,0.0
잇꽃씨기름,-,892,0.0,0.0,100.0,0.0
참기름,-,917,0.14,0.0,99.59,0.0
코코넛유,-,918,0.33,0.0,99.67,0.0
콩기름,-,915,0.66,0.0,99.31,0.0
팜유,-,917,0.44,0.0,99.56,0.0
포도씨유,-,920,0.01,0.0,99.93,0.0
해바라기유,-,919,0.2,0.0,99.76,0.0
호두유,-,917,0.39,0.0,99.57,0.0
혼합식물성유,-,886,0.0,0.0,100.0,0.0
감잎차,가루,335,67.5,12.2,2.8,0.0
결명자차,말린것,391,67.0,19.8,4.9,0.0
계피차,가루,357,89.0,0.0,1.4,0.0
구기자차,말린것,384,57.2,14.6,10.7,0.0
구절초차,말린것,345,72.1,11.1,1.3,0.0
국화차,말린것,358,69.9,14.5,2.3,0.0
녹차,가루,379,66.91,22.37,2.47,0.0
녹차,말린것,388,64.17,26.66,2.73,0.0
녹차,-,2,0.4,0.05,0.0,0.0
녹차,현미,1,0.15,0.02,0.0,0.0
녹차라떼,가루,466,72.5,5.28,17.16,28.9
다래나무순차,-,1,0.1,0.1,0.0,0.0
대추차,-,75,17.75,0.12,0.44,12.4
도라지차,-,22,5.1,0.3,0.0,0.0
두충차,가루,354,67.9,14.3,3.8,0.0
둥굴레차,-,1,0.27,0.0,0.01,0.0
민들레차,-,0,0.05,0.01,0.0,0.05
보리차,-,0,0.07,0.0,0.0,0.0
보이차,-,0,0.0,0.12,0.0,0.05
사과차,-,167,41.6,0.1,0.0,0.0
상지차,말린것,360,78.6,6.0,2.4,0.0
생강차,가루,353,90.7,0.1,0.2,0.0
생강청,-,246,59.9,0.1,0.65,57.61
쌍화차,가루,411,92.61,1.64,3.81,42.6
쑥차,말린것,338,56.4,26.3,0.8,0.0
야콘차,-,98,24.0,0.6,0.0,0.0
오미자차,말린것,371,60.8,16.3,7.0,0.0
우롱차,-,0,0.1,0.0,0.0,0.0
우롱차,캔,0,0.1,0.0,0.0,0.0
유자청,-,246,62.8,0.2,0.2,0.0
유자차,고형물 포함,73,18.05,0.03,0.01,13.6
율무차,가루,463,68.56,8.57,17.17,23.46
인삼차,가루,397,96.52,0.89,0.78,82.5
치커리차,말린것,369,84.6,7.3,0.2,0.0
카모마일차,-,1,0.2,0.0,0.0,0.0
커피,아메리카노,2,0.48,0.02,0.02,0.01
커피,에스프레소,22,4.93,0.2,0.22,0.04
커피,원두,4,0.7,0.2,0.0,0.0
커피,캔,38,8.34,0.81,0.12,7.06
커피,디카페인,351,76.0,11.6,0.2,0.0
커피,인스턴트,348,66.06,19.81,0.49,0.0
커피,물에 탄것,4,0.7,0.2,0.01,0.0
코코아,가루,268,43.63,22.85,20.06,0.49
헛개 음료,-,1,0.26,0.0,0.0,0.05
홍삼차,가루,382,95.8,1.3,0.7,0.0
홍삼 음료,-,40,9.27,0.28,0.24,6.32
홍차,-,2,0.26,0.23,0.04,0.03
홍차,레몬,33,8.3,0.0,0.0,0.0
홍차,가루,397,98.12,0.32,0.38,42.31
홍차,캔,30,7.59,0.0,0.0,6.27
레모네이드,-,38,9.56,0.0,0.0,8.71
매실 음료,-,44,11.02,0.06,0.01,9.85
셰이크,딸기맛,113,18.9,3.4,2.8,0.0
셰이크,바닐라맛,148,19.59,3.37,6.52,13.63
셰이크,초콜릿맛,119,21.15,3.05,2.7,20.85
식혜,캔,32,7.91,0.06,0.0,5.94
쌀 음료,-,54,11.4,0.2,0.8,0.0
이온 음료,레몬향,37,9.16,0.0,0.0,5.62
젖산 음료,복숭아맛,36,8.85,0.21,0.01,7.32
채소 주스,-,39,8.66,0.86,0.05,7.13
채소 주스,녹즙,28,5.67,0.99,0.11,1.88
탄산 음료,레몬소다,44,10.88,0.0,0.0,9.19
탄산 음료,보리소다,47,11.77,0.0,0.0,9.73
탄산 음료,사이다,40,9.98,0.0,0.0,8.81
탄산 음료,소다수,0,0.0,0.0,0.0,0.0
탄산 음료,오렌지소다,48,12.08,0.0,0.0,10.66
탄산 음료,요구르트소다,47,11.74,0.0,0.0,9.42
탄산 음료,저칼로리콜라,2,0.29,0.11,0.03,0.0
탄산 음료,진저에일,34,8.76,0.0,0.0,8.9
탄산 음료,콜라,38,9.46,0.0,0.0,9.03
탄산 음료,파인애플소다,45,11.3,0.0,0.1,0.0
탄산 음료,포도소다,52,13.07,0.0,0.0,11.17
혼합 음료,비타민C 함유,56,13.89,0.0,0.01,5.68
토닉워터,-,34,8.8,0.0,0.0,8.8
고량주,알코올 50%,355,0.0,0.0,0.0,0.0
돌복숭아주,-,35,7.2,0.1,0.6,0.0
드라이진,-,280,0.1,0.0,0.0,0.0
럼,-,237,0.1,0.0,0.0,0.0
막걸리,알코올 6%,54,1.56,0.98,0.15,0.52
매실주,-,155,20.7,0.1,0.0,0.0
맥주,알코올 4.5%,46,3.27,0.21,0.01,0.17
맥주,알코올 4.2%,45,3.6,0.4,0.0,0.0
보드카,알코올 40%,237,0.0,0.0,0.0,0.0
복분자주,알코올 15%,137,7.49,0.12,0.0,5.38
브랜디,알코올 43%,234,0.0,0.0,0.0,0.0
샴페인,알코올 6%,45,0.5,0.0,0.0,0.0
소주,알코올 17.8%,127,0.08,0.0,0.0,0.0
소주,알코올 25%,178,0.0,0.0,0.0,0.0
오가피주,알코올 13%,107,1.9,1.7,0.0,0.0
위스키,알코올 40%,284,0.07,0.03,0.0,0.02
청주,알코올 16%,132,4.24,0.41,0.0,3.11
칵테일,다이키리,125,15.7,0.0,0.0,0.0
칵테일,알코올 16.8%,149,13.17,0.0,0.03,0.0
칵테일,테킬라썬라이즈,110,11.3,0.3,0.1,0.0
칵테일,알코올 20%,300,37.6,0.0,0.0,0.0
칵테일,알코올 9.9%,237,27.6,0.6,7.6,0.0
포도주,무스카데,82,5.23,0.07,0.0,0.0
포도주,샤르도네,84,2.16,0.07,0.0,0.96
포도주,쇼비뇽블랑,81,2.05,0.07,0.0,0.0
포도주,알코올 12%,96,2.4,0.2,0.0,0.0
포도주,알코올 13%,101,1.85,0.21,0.0,0.02
간장,양조,103,16.54,9.15,0.0,0.0
간장,산분해,54,5.59,7.41,0.19,2.78
간장,재래,34,2.47,5.92,0.03,0.29
겨자 페이스트,-,296,37.36,8.01,12.7,19.5
겨자,가루,413,49.97,18.35,22.68,5.5
계피,가루,343,81.07,3.55,0.51,0.0
고추냉이,가루,299,55.1,29.94,3.45,30.51
고추냉이,페이스트,148,35.81,3.03,1.58,3.18
고추장,개량,205,51.76,3.66,1.38,21.84
고추장,재래,163,35.24,6.06,2.68,14.7
고춧가루,-,319,60.62,13.29,8.4,17.45
골든세이지,말린것,385,73.6,1.6,9.3,0.0
굴 소스,-,219,52.08,2.49,0.05,9.21
깨소금,볶은것,638,13.7,18.1,56.7,0.0
낫토,-,190,12.1,16.5,10.0,0.1
데리야끼 소스,-,89,15.56,5.93,0.02,14.1
된장,개량,193,18.94,13.73,7.25,5.45
된장,찌개용,173,18.5,12.5,5.59,5.4
된장,보리,164,25.3,10.9,2.1,0.0
된장,재래,142,7.26,13.6,6.89,0.41
라면 스프,-,246,37.2,17.4,3.1,0.0
라벤다,말린것,330,63.3,12.6,8.7,0.0
레몬그라스,생것,99,25.31,1.82,0.49,0.0
로즈마리,말린것,331,64.06,4.88,15.22,0.0
마늘,가루,349,66.44,18.62,0.98,2.87
마요네즈,-,682,6.39,0.95,72.56,1.55
마요네즈,저칼로리,341,12.35,0.89,31.97,3.56
맛술,-,146,35.5,0.3,0.3,0.0
미소,-,187,21.84,11.71,6.03,5.55
민트,말린것,294,56.2,17.5,6.1,0.0
바비큐 소스,-,143,33.08,1.38,0.54,25.97
뽕잎,가루,275,54.2,24.2,2.7,0.0
사프란,-,310,65.37,11.43,5.85,0.0
산초,가루,302,68.57,9.66,4.01,0.0
샐러드 드레싱,사우전드아일랜드,287,18.44,1.0,23.23,10.79
샐러드 드레싱,이탈리안,155,16.92,0.33,9.54,9.44
샐러드 드레싱,프렌치,419,18.79,0.87,39.07,17.43
생강,가루,367,71.74,12.55,3.29,2.27
소금,-,0,0.0,0.0,0.0,0.0
소금,죽염,0,0.0,0.01,0.01,0.0
소금,퉁퉁마디,21,5.17,0.0,0.01,0.0
소금,굵은소금,0,0.0,0.0,0.0,0.0
소금,정제염,2,0.39,0.0,0.01,0.0
소금,천일염,20,4.95,0.03,0.0,0.0
소금,가는소금,24,5.99,0.06,0.0,0.0
소금,소금꽃,21,5.3,0.0,0.0,0.0
소금,토판염,16,4.1,0.0,0.0,0.0
소불고기 양념,-,181,42.98,2.17,0.01,28.19
스파게티 소스,병조림,81,13.43,1.52,2.4,6.59
식초,감식초,10,0.9,1.62,0.0,0.0
식초,발사믹,88,17.03,0.49,0.0,14.95
식초,배식초,43,10.5,0.2,0.0,0.0
식초,사과식초,11,2.7,0.0,0.0,0.0
식초,쌀식초,46,7.4,0.2,0.0,0.0
식초,알로에식초,12,3.0,0.1,0.0,0.0
식초,양조,1,0.34,0.02,0.0,0.0
식초,포도식초,22,1.2,0.1,0.0,0.0
식초,현미식초,17,4.18,0.1,0.01,0.0
쌈장,-,240,39.18,9.88,4.81,21.08
양파,가루,363,79.8,8.8,1.1,0.0
오레가노,말린것,265,68.92,9.0,4.28,4.09
올스파이스,가루,364,75.2,5.6,5.6,0.0
우스터 소스,-,77,19.17,0.0,0.0,10.03
월계수,말린것,313,74.97,7.61,8.36,0.0
육두구,가루,520,47.5,5.7,38.5,0.0
정향,가루,398,66.4,7.2,13.6,0.0
조미료,가루,211,32.37,14.12,2.81,4.51
조미료,액상,77,13.02,6.19,0.0,0.0
짜장 소스,가루,351,67.42,10.51,4.33,10.23
짜장 소스,레토르트,93,13.5,2.42,3.22,0.0
