식품명,단백질(g),지방(g),탄수화물(g),당류(g),에너지(kcal)
"백합, 구운것",13.3,1.0,2.8,-,70
"백합, 통조림, 조미",19.6,0.1,10.9,-,123
"백합, 말백합, 생것",10.1,0.5,2.5,-,58
"소라, 생것",20.7,0.3,4.0,-,107
"소라, 통조림",19.6,0.1,10.9,-,123
"수랑, 생것",15.9,0.7,2.9,-,86
"오분자기, 생것",13.3,2.1,4.6,-,95
"우렁이, 논우렁이, 생것",10.5,1.4,3.8,-,73
"우렁이, 왕우렁, 생것",10.6,0.9,3.1,-,66
"우렁이, 큰구슬우렁이(골뱅이), 생것",17.4,0.1,0.3,-,71
"우렁이, 큰구슬우렁이(골뱅이), 통조림, 고형물",19.33,0.83,5.97,4.24,109
큰우슬우렁이(골뱅이) 무침,7.1,2.0,15.7,-,109
"우렁이, 큰논우렁이, 생것",9.8,1.0,4.9,-,71
"재첩, 생것",12.5,1.9,5.8,-,94
"전복, 둥근전복, 생것",14.3,0.7,4.5,-,85
"전복, 말전복, 생것",12.8,0.8,3.8,-,77
"전복, 북방전복, 생것",15.0,0.7,5.1,-,91
"전복, 내장, 생것",18.5,7.6,0,-,150
"전복, 말린것",56.0,0.9,2.3,-,254
"전복, 튀긴것",19.63,6.78,11.05,-,189
"전복, 통조림, 삶은것",16.3,0.2,7.3,-,96
"전복, 통조림, 조미",14.7,0.1,17.9,-,131
"전복, 젓갈",12.2,4.8,1.0,-,96
"조개, 가무락조개, 생것",14.1,0.6,2.8,-,77
"조개, 개량조개(명주조개), 생것",12.0,0.7,1.1,-,62
"조개, 개량조개(명주조개), 말린것",54.2,2.0,7.0,-,276
"조개, 개조개, 생것",10.9,0.6,3.0,-,64
"조개, 떡조개, 생것",11.2,1.0,7.4,-,87
"조개, 맛조개, 생것",9.7,1.0,1.3,-,56
"조개, 맛조개, 말린것",57.9,4.8,14.4,-,349
"조개, 살조개, 생것",14.2,1.5,3.6,-,89
"조개, 새조개, 생것",21.5,1.9,1.3,-,114
"조개, 새조개, 말린것",61.1,1.5,5.2,-,293
"조개, 새조개, 조미하여 말린것",57.9,4.1,7.9,-,300
"조개, 왕우럭조개, 생것",16.4,2.2,2.7,-,101
"조개, 우럭, 생것",16.3,2.0,2.7,-,99
"조개, 접시조개(비단조개), 생것",11.9,0.6,3.0,-,68
"조개, 진주조개, 생것",10.1,0.9,1.1,-,56
"조개, 키조개, 생것",10.3,1.1,0.8,-,57
"조개, 키조개, 패주, 생것",12.4,1.1,1.9,-,70
"조개, 키조개, 근육, 생것",18.6,0.2,2.7,-,91
"조개, 펄조개, 생것",9.4,1.0,6.0,-,74
"조개, 피조개, 생것",11.6,0.6,2.7,-,66
"조개, 피조개, 통조림, 조미",18.0,1.3,7.8,-,115
"조개, 피조개, 양식, 생것",11.8,2.2,3.0,-,83
"조개, 젓갈",10.83,0.63,5.45,0.25,71
"가재, 갯가재, 생것",16.1,1.7,0.8,-,87
"가재, 갯가재, 삶은것",19.2,1.7,0.2,-,89
"가재, 바닷가재, 생것",15.97,0.95,0,0,77
"가재, 바닷가재, 찐것",16.77,1.20,0,0,82
"개불, 생것",10.5,0.2,1.6,-,53
"게, 꽃게, 생것",16.19,0.70,0.43,0.41,77
"게, 꽃게, 찐것",17.88,0.74,0,0,83
"게, 닭게, 생것",15.2,0.5,0.1,-,69
"게, 닭게, 삶은것",16.1,0.3,0.6,-,73
"게, 닭게, 젓갈",12.2,0.6,0.8,-,57
"게, 대게, 생것",17.4,1.0,0.5,-,85
"게, 대게, 삶은것",15.0,0.6,0.1,-,65
"게, 대게, 삶아서 말린것",66.7,2.6,2.0,-,314
"게, 대게, 통조림",16.3,0.4,0.2,-,69
"게, 민꽃게, 생것",14.8,1.6,2.0,-,86
"게, 방게, 생것",11.9,1.3,0.9,-,66
"게, 붉은대게, 생것",10.5,0.3,0.3,-,48
"게, 왕게, 생것",13.7,0.7,0.6,-,67
"게, 왕게, 삶은것",17.5,1.5,0.3,-,77
"게, 주름송편게, 생것",18.8,0.3,1.1,-,87
"게, 참게, 생것",14.4,12.0,0.2,-,175
"게맛살, 어육함량이 낮은것",7.70,1.12,19.45,3.48,119
"게맛살, 어육함량이 낮은것, 데친것",7.71,1.09,19.31,3.24,118
"게맛살, 어육함량이 높은것",11.67,0.87,9.52,3.46,93
"군소, 생것",5.8,1.0,0.5,-,36
"군소, 풍선군소, 생것",7.7,0.9,0.5,-,43
"꼴뚜기, 불똥꼴뚜기, 생것",14.4,3.0,0.6,-,91
"꼴뚜기, 불똥꼴뚜기, 삶은것",17.7,2.9,0.4,-,91
"꼴뚜기, 불똥꼴뚜기, 조린것",27.0,6.7,22.9,-,245
"꼴뚜기, 불똥꼴뚜기, 조미훈제",43.1,7.5,21.3,-,305
"꼴뚜기, 참꼴뚜기, 생것",13.6,1.8,1.0,-,78
"꼴뚜기, 참꼴뚜기, 삶아서 말린것",51.3,6.6,1.7,-,286
"꼴뚜기, 창꼴뚜기, 생것",14.7,0.5,0.8,-,70
"꼴뚜기, 젓갈",16.0,2.0,0.3,-,83
"꼴뚜기, 양념젓갈",9.6,1.8,14.8,-,114
"낙지, 생것",16.30,0.43,0,0.20,73
"낙지, 세발낙지, 생것",11.5,0.6,0.1,-,55
"낙지, 양념젓갈",10.00,1.36,27.14,9.10,161
"멍게(우렁쉥이), 생것",6.7,0.6,1.6,-,40
"멍게, 양식, 생것",8.7,2.1,4.9,-,73
"멍게, 양념젓갈",9.25,1.19,22.99,10.13,140
"멍게, 끈멍게, 생것",7.4,1.5,5.0,-,63
"멍게, 붉은멍게, 생것",9.2,2.6,3.7,-,75
"문어, 생것",16.4,0.7,0.1,-,70
"문어, 삶은것",21.7,0.7,0.1,-,91
"문어, 대문어, 생것",12.2,0.6,0.3,-,58
"문어, 대문어, 말린것",72.0,3.1,3.6,-,348
"문어, 참문어, 생것",12.7,0.2,0.1,-,56
"미더덕, 생것",4.3,1.2,4.1,-,44
"미더덕, 주름미더덕, 생것",9.0,0.7,2.3,-,52
"새우, 가시발새우, 생것",15.2,0.5,0.6,-,71
"새우, 각시흰새우, 생것",15.7,1.6,1.0,-,85
"새우, 긴뿔천길새우, 생것",20.0,0.8,0,-,92
"새우, 꽃새우, 생것",22.0,2.0,0.6,-,114
"새우, 꽃새우, 삶아서 말린것",55.5,5.9,4.1,-,307
"새우, 꽃새우, 찐것",22.78,1.70,1.52,0,119
"새우, 꽃새우, 튀긴것(빵가루)",21.39,12.28,11.47,0.80,242
"새우, 꽃새우, 냉동",22.0,2.0,0.6,-,114
"새우, 꽃새우, 장조림",25.9,2.6,25.8,-,230
"새우, 닭새우, 생것",17.0,1.2,1.3,-,88
"새우, 대하, 생것",18.1,0.6,0.1,-,82
"새우, 대하, 말린것",62.4,3.5,15.6,-,360
"새우, 물렁가시붉은새우, 생것",18.0,0.5,0.6,-,83
"새우, 보리새우, 생것",15.1,0.7,0.1,-,71
"새우, 보리새우, 삶은것",28.2,0.5,Tr,-,116
"새우, 부채새우, 생것",13.7,0.8,0,-,65
"새우, 중하, 생것",20.1,0.9,0.1,-,94
"새우, 중하, 삶아서 말린것",54.4,6.2,2.9,-,300
"새우, 중하, 조미하여 말린것",28.5,2.0,46.7,-,319
"새우, 중하, 통조림",21.5,0.7,0.6,-,95
"새우, 중하, 젓갈",15.8,2.6,0.3,-,88
"새우, 젓새우, 생것",9.6,1.2,2.6,-,62
"새우, 젓새우, 조린것",19.1,1.8,35.1,-,230
"새우, 젓새우, 젓갈",10.4,0.9,0.7,-,53
"새우, 징거미새우, 생것",18.3,1.4,0,-,90
"새우, 철모새우(도화새우), 생것",18.5,0.9,0.9,-,90
"새우, 펄닭새우, 생것",13.2,0.6,0,-,61
"새우, 흰다리새우, 생것",21.17,0.89,0,-,98
"새우, 껍질, 생것",44.0,11.9,6.1,-,323
"새우 볶음, 말린것, 볶은것",23.4,13.4,28.5,-,342
"새우 튀김용, 냉동",10.2,1.9,20.3,-,139
"새우 튀김용, 튀긴것(빵가루)",6.43,13.53,28.84,0.99,263
"새우, 젓갈",8.09,0.32,1.20,0,40
"새우, 젓갈, 추젓",9.1,0.6,1.2,-,47
"새우, 젓갈, 토굴대때기젓",10.1,0.6,1.7,-,53
"새우, 젓갈, 토굴동백하젓",8.3,1.0,1.6,-,49
"새우, 젓갈, 토굴오젓",10.8,0.4,2.5,-,57
"새우, 젓갈, 토굴육젓",10.8,0.6,1.9,-,56
"새우, 젓갈, 토굴추젓",8.9,0.5,1.5,-,46
"성게, 생것",15.8,8.5,2.0,-,148
"성게, 젓갈",21.4,2.8,4.4,-,128
"성게, 알, 젓갈",9.2,1.5,13.4,-,104
"성게, 보라성게, 생것",16.1,8.7,7.6,-,173
"성게, 보라성게, 알, 생것",16.1,8.7,7.6,-,173
"성게, 보라성게, 알, 젓갈",18.3,4.5,7.3,-,143
"성게, 통조림",14.0,5.1,8.9,-,138
"오징어, 생것",18.84,1.44,0.16,0,94
"오징어, 구운것",23.6,1.0,0.1,-,108
"오징어, 튀긴것",17.94,7.48,7.79,-,175
"오징어, 말린것",67.8,6.9,0.2,-,352
"오징어, 냉동",17.0,1.5,0.5,-,88
"오징어, 조미, 구운것",40.1,3.7,26.6,-,300
"오징어, 조미훈제",34.4,2.0,12.4,-,205
"오징어, 채, 조미하여 말린것",39.31,2.41,22.79,14.83,282
"오징어, 포, 조미하여 말린것",63.5,2.7,0.4,-,280
"오징어, 갑오징어, 생것",15.1,1.2,0.1,-,75
"오징어, 갑오징어, 말린것",66.8,4.7,3.2,-,339
"오징어, 살오징어, 생것",15.7,0.5,0.2,-,72
"오징어, 쇠갑오징어, 생것",16.9,0.7,0.2,-,79
"오징어, 참갑오징어, 생것",17.3,0.2,0.2,-,76
"오징어, 양념젓갈",9.88,2.04,27.00,14.82,166
"오징어, 내장, 젓갈",16.0,1.5,5.0,-,98
오징어 튀김,11.9,18.1,24.3,-,308
오징어채 볶음,18.6,4.2,41.4,-,278
"주꾸미, 생것",10.8,0.5,0.5,-,52
"크릴, 생것",12.1,2.6,0.2,-,76
"크릴, 삶은것",13.8,3.0,Tr,-,78
크릴 페이스트,16.5,5.5,2.0,-,130
"한치, 생것",14.9,1.8,0.3,-,81
"해삼, 생것",3.7,0.4,1.3,-,24
"해삼, 말린것",77.6,0.9,3.0,-,331
"해삼, 염장",4.9,0.5,2.4,-,34
"해삼, 젓갈",5.5,0,2.5,-,32
"해삼, 내장, 젓갈",7.7,1.0,0.8,-,43
"해파리, 생것",1.3,0,0.1,-,6
"갈래곰보, 생것",0.9,0.2,4.6,-,12
"곰피, 말린것",12.9,1.3,54.7,-,141
"곰피, 가루",10.0,1.4,51.4,-,129
"김, 김밥용김, 말린것",38.46,2.82,46.19,0,182
"김, 둥근돌김, 말린것",35.5,1.7,43.3,-,165
"김, 조미김, 구운것",37.69,49.23,4.82,0.39,307
"김, 참김, 생것",3.3,0.4,2.0,-,12
"김, 참김, 구운것",43.3,0.9,41.7,-,174
"김, 참김, 말린것",38.6,1.7,40.3,-,165
"김, 초밥김, 말린것",32.7,0.8,40.9,-,151
"꼬시래기, 생것",1.8,0.2,6.2,-,17
"다시마, 생것",1.1,0.2,4.2,-,12
"다시마, 말린것",7.4,1.1,45.2,-,110
"다시마, 염장",1.2,0.3,6.0,-,16
다시마 육수,0.1,0,0.3,-,1
다시마 튀각,3.6,23.0,58.8,-,228
"대황, 말린것",7.3,0.2,64.5,-,145
"뜸부기, 말린것",6.1,2.5,52.1,-,128
"매생이, 생것",3.88,3.29,8.19,0.07,39
"매생이, 말린것",20.6,0.5,40.6,-,125
"모자반, 생것",1.8,0.2,6.7,-,18
"모자반, 말린것",15.2,1.7,45.7,-,129
"모자반, 가루",14.0,3.9,40.8,-,127
"모자반, 염장",3.1,0.2,5.4,-,18
"미역, 생것",1.68,0.29,3.70,0,12
"미역, 양식, 생것",2.1,0.2,5.0,-,15
"미역, 말린것",20.31,4.83,43.65,0,150
"미역, 가루",10.7,1.8,52.4,-,134
"미역, 염장",6.0,0.9,8.8,-,34
"미역, 염장, 데친것",6.0,0.9,9.3,-,35
"미역, 줄기, 생것",1.8,0.2,4.6,-,14
"미역, 줄기, 염장 후 탈염, 삶은것",1.1,0.3,5.5,-,18
미역 튀각,9.75,38.02,46.21,9.27,283
"불등풀가사리, 말린것",16.5,0.6,55.7,-,147
"석묵, 말린것",9.6,0.2,9.1,-,38
"순채, 생것",2.5,0.7,7.1,-,22
"우뭇가사리, 생것",4.2,0.2,18.5,-,46
우뭇가사리묵(우무),0.1,0,0.8,-,2
한천,2.3,0.1,74.6,-,154
"진두발, 말린것",2.5,1.5,53.5,-,119
"청각, 생것",1.4,0.4,1.6,-,8
"청각, 말린것",13.8,0.8,52.8,-,137
"클로렐라, 말린것",45.3,7.2,25.7,-,174
"톳, 생것",1.9,0.4,5.0,-,16
"톳, 말린것",6.6,0.8,32.0,-,81
"톳, 삶아서 말린것",6.2,0.8,59.7,-,135
"파래, 생것",2.18,0.15,2.95,0.04,11
"파래, 말린것",22.1,0.6,41.7,-,201
"파래, 가시파래, 말린것",20.0,0.7,46.5,-,136
"파래, 갈파래, 말린것",23.1,0.5,40.1,-,129
"파래, 납작파래, 생것",3.3,0.7,3.5,-,17
"파래, 창자파래, 말린것",23.6,0.8,45.8,-,142
"파래, 홑파래, 말린것",17.2,1.1,53.2,-,146
모유,1.1,3.5,7.2,-6.4,61
분유,13.98,23.93,56.60,47.28,498
"분유, 1단계",12.41,25.75,56.88,49.01,508
"분유, 2단계",12.63,25.38,56.93,49.00,506
"분유, 3단계",16.91,20.65,56.04,43.85,477
"분유, 전지",25.46,27.32,39.07,38.63,509
"분유, 탈지",33.88,0.97,53.16,46.17,358
산양유,3.16,3.62,4.03,3.48,62
셔벗,0.9,1.0,28.7,-,128
아이스밀크,3.4,6.4,23.9,-,167
"아이스크림, 딸기맛",3.20,8.40,27.60,4.43,192
"아이스크림, 바닐라맛",4.98,7.83,22.25,17.30,179
"아이스크림, 초콜릿맛",3.80,11.00,28.20,25.36,216
"아이스크림, 유지방 8%",3.9,8.0,23.2,15.1,178
"아이스크림, 유지방 12%",3.5,12.0,22.4,17.0,205
"아이스크림, 소프트 아이스크림, 바닐라맛",2.38,3.98,23.50,23.70,139
"연유, 점성이 낮은것",5.56,5.73,13.10,5.05,126
"연유, 점성이 높은것",7.76,7.84,66.31,51.88,367
"요구르트, 액상",1.29,0.02,15.23,12.49,65
"요구르트, 액상, 저당",1.11,0.02,10.38,6.60,45
"요구르트, 액상(농후), 딸기맛",3.29,2.22,13.49,10.51,85
"요구르트, 액상(농후), 플레인",3.03,2.96,11.66,6.48,85
"요구르트, 액상(농후), 식이섬유 첨가",3.19,3.26,13.81,8.98,97
"요구르트, 액상(농후), 사과맛, 식이섬유 첨가",2.57,2.71,18.91,6.46,109
"요구르트, 액상(농후), 저지방, 식이섬유 첨가",3.54,1.36,12.08,7.73,74
"요구르트, 액상(농후), 플레인, 식이섬유 첨가",2.31,3.22,12.30,5.33,87
"요구르트, 호상, 딸기맛",2.95,2.46,15.53,14.46,95
"요구르트, 호상, 망고맛",4.55,2.70,12.44,10.53,92
"요구르트, 호상, 플레인",5.18,3.84,8.37,4.59,89
우유,3.08,3.32,5.53,4.12,65
"우유, 가공우유, 딸기맛",2.29,1.12,12.34,8.13,68
"우유, 가공우유, 바나나맛",2.63,3.02,13.13,9.18,90
"우유, 가공우유, 초코맛",2.61,1.41,12.14,8.16,71
"우유, 가공우유, 커피맛",2.44,1.38,9.82,6.86,61
"우유, 강화우유, 고칼슘",2.98,2.77,6.53,3.85,63
"우유, 저지방우유",3.43,0.90,4.86,3.59,42
"치즈, 고다",24.94,27.44,2.22,2.22,356
"치즈, 까망베르",19.80,24.26,0.46,0.46,300
"치즈, 리코타",7.1,11.5,6.7,-,159
"치즈, 모차렐라",17.34,16.49,3.15,1.06,236
"치즈, 모차렐라, 슈레드타입",26.60,17.37,5.66,0.64,293
"치즈, 브리",20.75,27.68,0.45,0.45,334
"치즈, 브릭",23.24,29.68,2.79,0.51,371
"치즈, 블루",21.40,28.74,2.34,0.50,353
"치즈, 체다",18.76,21.30,6.17,0.24,298
"치즈, 카테지",13.3,4.5,1.9,0.5,99
"치즈, 크림",6.15,34.44,5.52,3.76,350
"치즈, 파르메산(파마산)",28.42,27.84,13.91,0.07,420
"커피크리머, 가루",1.57,29.11,62.20,4.29,514
"커피크리머, 액상, 식물성지방",4.3,24.8,1.8,-1.8,244
"커피크리머, 액상, 유지방",5.2,18.3,5.5,-1.5,205
"크림, 생크림",2.03,37.81,4.98,0,368
"크림, 휘핑, 동물성",2.01,35.55,6.43,0,354
"크림, 휘핑, 식물성",0.11,21.76,17.96,0,268
고추기름,0.02,99.80,0,0,919
닭기름,0,99.80,0,0,900
돼지기름,0,99.38,0.58,0,915
들기름,0,99.86,0,0,920
땅콩 버터,25.80,51.91,18.90,9.41,658
"땅콩 버터, 청크",24.06,49.94,21.57,8.41,589
"땅콩 버터, 크림",22.21,51.36,22.31,10.49,598
땅콩기름,0,100.00,0,0,884
마가린,0.20,72.41,12.06,0,714
면실유,0,100.0,0,-,883
버터,0.59,82.04,1.81,0.66,761
복숭아씨기름,0.5,98.9,0.3,-,911
쇠기름,0.2,99.8,0,-,869
쇼트닝,0,99.52,0.48,0,917
쌀겨기름(미강유),0,99.95,0.05,0,921
아마씨유,0.11,99.98,0,0,884
아몬드유,0,100.00,0,0,884
아보카도유,0,99.52,0.48,0,917
연어기름,0,100.00,0,-,902
옥수수기름,0,99.74,0.17,0,919
올리브유,0,100.00,0,0,921
유채씨기름,0.02,99.85,0.10,0,920
잇꽃씨기름,0,100.0,0,-,892
참기름,0,99.59,0.14,0,917
코코넛유,0,99.67,0.33,0,918
콩기름,0,99.31,0.66,0,915
팜유,0,99.56,0.44,0,917
포도씨유,0,99.93,0.01,0,920
해바라기유,0,99.76,0.20,0,919
호두유,0,99.57,0.39,0,917
혼합식물성유,0,100.0,0,-,886
"감잎차, 가루",12.2,2.8,67.5,-,335
"결명자차, 말린것",19.8,4.9,67.0,-,391
"계피차, 가루",0,1.4,89.0,-,357
"구기자차, 말린것",14.6,10.7,57.2,-,384
"구절초차, 말린것",11.1,1.3,72.1,-,345
"국화차, 말린것",14.5,2.3,69.9,-,358
"녹차, 가루",22.37,2.47,66.91,-,379
"녹차, 말린것",26.66,2.73,64.17,0,388
"녹차, 인동녹차, 말린것",16.8,1.0,63.3,-,329
"녹차, 장군차, 말린것",28.0,1.0,59.9,-,361
녹차,0.05,0,0.40,0,2
"녹차, 현미",0.02,0,0.15,0,1
"녹차라떼, 가루",5.28,17.16,72.50,28.90,466
다래나무순차,0.1,0,0.1,-,1
대추차,0.12,0.44,17.75,12.40,75
도라지차,0.3,-,5.1,-,22
"두충차, 가루",14.3,3.8,67.9,-,354
둥굴레차,0,0.01,0.27,0,1
민들레차,0.01,0,0.05,0.05,0
보리차,0,0,0.07,0,0
보이차,0.12,0,0,0.05,0
사과차,0.1,0,41.6,-,167
"상지차, 말린것",6.0,2.4,78.6,-,360
"생강차, 가루",0.1,0.2,90.7,-,353
생강청,0.10,0.65,59.90,57.61,246
"쌍화차, 가루",1.64,3.81,92.61,42.60,411
"쑥차, 말린것",26.3,0.8,56.4,-,338
야콘차,0.6,0,24.0,-,98
"오미자차, 말린것",16.3,7.0,60.8,-,371
우롱차,Tr,0,0.1,-,0
"우롱차, 캔",0,0,0.1,-,0
유자청,0.2,0.2,62.8,-,246
"유자차, 고형물 포함",0.03,0.01,18.05,13.60,73
"율무차, 가루",8.57,17.17,68.56,23.46,463
"인삼차, 과립차, 가루",0.89,0.78,96.52,82.50,397
"치커리차, 말린것",7.3,0.2,84.6,-,369
카모마일차,0,0,0.20,0,1
"커피, 아메리카노(2샷)",0.02,0.02,0.48,0.01,2
"커피, 에스프레소",0.20,0.22,4.93,0.04,22
"커피, 원두",0.2,Tr,0.7,0,4
"커피, 캔",0.81,0.12,8.34,7.06,38
"커피, 커피가루, 디카페인",11.60,0.20,76.00,0,351
"커피, 커피가루, 인스턴트",19.81,0.49,66.06,0,348
"커피, 커피가루, 물에 탄것(중량 1g)",0.20,0.01,0.70,0,4
"커피, 커피가루, 설탕, 인스턴트",6.60,0.17,88.65,62.33,374
"커피, 커피가루, 설탕, 물에 탄것(중량 2.7g)",0.18,0,3.98,1.68,17
"커피, 커피가루, 설탕, 크림, 인스턴트",3.59,8.54,83.80,49.52,426
"커피, 커피가루, 설탕, 크림, 물에 탄것(중량 12g)",0.43,1.03,10.06,5.94,51
"코코아, 가루",22.85,20.06,43.63,0.49,268
"코코아, 밀크코코아, 가루",9.84,9.45,74.63,55.67,423
헛개 음료,0,0,0.26,0.05,1
"홍삼차, 가루",1.3,0.7,95.8,-,382
홍삼 음료,0.28,0.24,9.27,6.32,40
홍차,0.23,0.04,0.26,0.03,2
"홍차, 레몬",-,-,8.3,-,33
"홍차, 복숭아, 가루",0.32,0.38,98.12,42.31,397
"홍차, 복숭아, 캔",0,0,7.59,6.27,30
레모네이드,0,0,9.56,8.71,38
매실 음료,0.06,0.01,11.02,9.85,44
"셰이크, 딸기맛",3.40,2.80,18.90,-,113
"셰이크, 바닐라맛",3.37,6.52,19.59,13.63,148
"셰이크, 초콜릿맛",3.05,2.70,21.15,20.85,119
"식혜, 캔",0.06,0,7.91,5.94,32
쌀 음료,0.2,0.8,11.4,-,54
"이온 음료, 레몬향",0,0,9.16,5.62,37
"젖산 음료, 복숭아맛",0.21,0.01,8.85,7.32,36
채소 주스,0.86,0.05,8.66,7.13,39
"채소 주스, 녹즙",0.99,0.11,5.67,1.88,28
"탄산 음료, 레몬소다",0,0,10.88,9.19,44
"탄산 음료, 보리소다",0,0,11.77,9.73,47
"탄산 음료, 사이다",0,0,9.98,8.81,40
"탄산 음료, 소다수",0,0,0,0,0
"탄산 음료, 오렌지소다",0,0,12.08,10.66,48
"탄산 음료, 요구르트소다",0,0,11.74,9.42,47
"탄산 음료, 저칼로리콜라",0.11,0.03,0.29,0,2
"탄산 음료, 진저에일",0,0,8.76,8.90,34
"탄산 음료, 콜라",0,0,9.46,9.03,38
"탄산 음료, 파인애플소다",0,0.1,11.3,-,45
"탄산 음료, 포도소다",0,0,13.07,11.17,52
"혼합 음료, 비타민C 함유",0,0.01,13.89,5.68,56
토닉워터,0,0,8.80,8.80,34
"고량주, 알코올 50%",0,0,0,0,355
돌복숭아주,0.1,0.6,7.2,-,35
드라이진,0,Tr,0.1,-,280
럼,0,Tr,0.1,-,237
"막걸리, 알코올 6%",0.98,0.15,1.56,0.52,54
매실주,0.1,Tr,20.7,-,155
"맥주, 알코올 4.5%",0.21,0.01,3.27,0.17,46
"맥주, 흑맥주, 알코올 4.2%",0.4,Tr,3.6,-,45
"보드카, 알코올 40%",0,0,Tr,-,237
"복분자주, 알코올 15%",0.12,0,7.49,5.38,137
"브랜디, 알코올 43%",0,0,0,-,234
"샴페인, 알코올 6%",0,0,0.5,-,45
"소주, 알코올 17.8%",0,0,0.08,0,127
"소주, 알코올 25%",0,0,0,-,178
"오가피주, 알코올 13%",1.7,-,1.9,-,107
"위스키, 알코올 40%",0.03,0,0.07,0.02,284
"청주, 알코올 16%",0.41,0,4.24,3.11,132
"칵테일, 다이키리",0,0,15.70,-,125
"칵테일, 위스키사워, 알코올 16.8%",0,0.03,13.17,-,149
"칵테일, 테킬라썬라이즈",0.30,0.10,11.30,-,110
"칵테일, 페퍼민트, 알코올 20%",0,0,37.6,-,300
"칵테일, 피냐콜라다, 알코올 9.9%",0.60,7.60,27.60,-,237
"포도주, 백포도주, 무스카데",0.07,0,5.23,-,82
"포도주, 백포도주, 샤르도네",0.07,0,2.16,0.96,84
"포도주, 백포도주, 쇼비뇽블랑",0.07,0,2.05,-,81
"포도주, 백포도주, 알코올 12%",0.2,0,2.4,-,96
"포도주, 적포도주, 알코올 12%",0.2,0,4.8,-,105
"포도주, 적포도주, 알코올 13%",0.21,0,1.85,0.02,101
"간장, 개량, 양조",9.15,0,16.54,0,103
"간장, 개량, 산분해",7.41,0.19,5.59,2.78,54
"간장, 재래",5.92,0.03,2.47,0.29,34
겨자 페이스트,8.01,12.70,37.36,19.50,296
"겨자, 가루",18.35,22.68,49.97,5.50,413
"계피, 가루",3.55,0.51,81.07,0,343
"고기 소스, 통조림",3.8,5.0,10.1,-8.4,96
"고추냉이, 가루",29.94,3.45,55.10,30.51,299
"고추냉이, 페이스트",3.03,1.58,35.81,3.18,148
"고추장, 개량",3.66,1.38,51.76,21.84,205
"고추장, 재래",6.06,2.68,35.24,14.70,163
고춧가루,13.29,8.40,60.62,17.45,319
"골든세이지, 말린것",1.6,9.3,73.6,-,385
굴 소스,2.49,0.05,52.08,9.21,219
"깨소금, 가루, 볶은것",18.1,56.7,13.7,-,638
낫토,16.5,10.0,12.1,0.1,190
데리야끼 소스,5.93,0.02,15.56,14.10,89
"된장, 개량",13.73,7.25,18.94,5.45,193
"된장, 개량, 찌개용",12.50,5.59,18.50,5.40,173
"된장, 보리",10.9,2.1,25.3,-,164
"된장, 재래",13.60,6.89,7.26,0.41,142
라면 스프,17.4,3.1,37.2,-,246
"라벤다, 말린것",12.6,8.7,63.3,-,330
"레몬그라스(시트로넬라), 생것",1.82,0.49,25.31,-,99
"로즈마리, 말린것",4.88,15.22,64.06,-,331
마늘 페이스트,4.7,0.5,37.0,-1.2,170
"마늘, 가루",18.62,0.98,66.44,2.87,349
마요네즈,0.95,72.56,6.39,1.55,682
"마요네즈, 저칼로리",0.89,31.97,12.35,3.56,341
맛술,0.3,0.3,35.5,-,146
미소,11.71,6.03,21.84,5.55,187
"민트, 말린것",17.5,6.1,56.2,-,294
바비큐 소스,1.38,0.54,33.08,25.97,143
"뽕잎, 가루",24.2,2.7,54.2,-,275
사프란,11.43,5.85,65.37,-,310
"산초, 가루",9.66,4.01,68.57,0,302
"샐러드 드레싱, 사우전드아일랜드",1.00,23.23,18.44,10.79,287
"샐러드 드레싱, 이탈리안",0.33,9.54,16.92,9.44,155
"샐러드 드레싱, 프렌치",0.87,39.07,18.79,17.43,419
생강 페이스트,0.7,0.6,8.6,-1.4,41
"생강, 가루",12.55,3.29,71.74,2.27,367
소금,0,0,0,-,0
"소금, 가공염, 죽염",0.01,0.01,0,0,0
"소금, 가공염, 퉁퉁마디(함초)",0,0.01,5.17,0,21
"소금, 굵은소금",0,0,0,-,0
"소금, 정제염",0,0.01,0.39,0,2
"소금, 천일염",0.03,0,4.95,0,20
"소금, 천일염, 가는소금",0.06,0,5.99,0,24
"소금, 천일염, 굵은소금",0,0,3.91,0,16
"소금, 천일염, 소금꽃",0,0,5.3,-,21
"소금, 천일염, 토판염",0,0,4.1,-,16
"소금, 프랑스, 소금꽃",0,0,2.8,-,11
"소금, 프랑스, 토판염",0,0,4.0,-,16
소불고기 양념,2.17,0.01,42.98,28.19,181
"스파게티 소스, 토마토, 병조림",1.52,2.40,13.43,6.59,81
"식초, 감식초",1.62,0,0.90,0,10
"식초, 발사믹",0.49,0,17.03,14.95,88
"식초, 배식초",0.2,0,10.5,-,43
"식초, 사과식초",0,0,2.7,-,11
"식초, 쌀식초",0.2,0,7.4,-,46
"식초, 알로에식초",0.1,0,3.0,-,12
"식초, 양조",0.02,0,0.34,0,1
"식초, 포도식초",0.1,Tr,1.2,-,22
"식초, 현미식초",0.10,0.01,4.18,0,17
쌈장,9.88,4.81,39.18,21.08,240
"양파, 가루",8.8,1.1,79.8,-,363
"오레가노, 말린것",9.00,4.28,68.92,4.09,265
"올스파이스, 가루",5.6,5.6,75.2,-,364
우스터 소스,0,0,19.17,10.03,77
"월계수, 잎, 말린것",7.61,8.36,74.97,-,313
"육두구, 가루",5.7,38.5,47.5,-,520
